title,labels,text
ATEL #12043,Optical,"
ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects
(see Smartt et al. 2015, A&A, 579, 40 http://www.pessto.org ), reports
the following supernova classifications. Targets were supplied by the ATLAS
survey, see Tonry et al. (2011, PASP, 123, 58) and Tonry et al. (ATel #8680).
All observations were performed on the ESO New Technology Telescope at
La Silla on 2018 September 16, using EFOSC2 and Grism 13 (3985-9315A, 18A
resolution). Classifications were done with SNID (Blondin & Tonry, 2007,
ApJ, 666, 1024) and GELATO (Harutyunyan et al., 2008,  A&A, 488, 383).
Classification spectra and additional details can be obtained from http://www.pessto.org
(via WISeREP) and the IAU Transient Name Server.  

Survey Name   | IAU Name  | RA (J2000)  | Dec (J2000) | Disc. Date | Source
| Disc Mag |  z     | Type   | Phase      | Notes 
ATLAS18vgb   | SN2018giu | 20:27:49.22 | +09:54:51.9 |  20180915  | ATLAS
|   18.7   | 0.026  | Ic-BL  | -7 to -4   | (1) 

(1) Good match to SN 2006aj before maximum. Redshift from narrow Balmer
and [OIII] lines of host.<br />

"
ATEL #12041,Optical,"
We report the following classifications of optical transients from spectroscopic
observations with the Kast spectrograph on the Shane telescope.  Targets
were supplied by ZTF and ATLAS.  All observations were made on 2018 Sep
15 UT.  Classifications were performed with SNID (Blondin & Tonry, 2007,
ApJ, 666, 1024). 

Name         | IAU Name  | RA (J2000)  | Dec (J2000)  |   z   | Type |
Phase  | Notes

ZTF18absnqyo | AT2018fvw | 21:02:20.23 | +19:57:46.25 | 0.04  |  Ia  |
+9 d  | (1) 
ATLAS18uxc   | AT2018gdg | 00:30:24.63 | -01:15:50.88 | 0.057 |  Ia  |
-5 d  | (2) 
ZTF18abuhzfc | AT2018ggx | 01:04:38.80 | -04:15:29.42 | 0.038 |  Ia  |
+3 d  | (3) 

Notes: 
When the redshift is given to 2 decimal places, it is derived from the
SN spectrum.  Otherwise, the redshift is determined from the host galaxy.

(1) We measure an Si II 6355 velocity of -9,800 km/s. We also detect Na
D lines with EW = 2.9 A at the host-galaxy redshift. 
(2) We measure an Si II 6355 velocity of -11,100 km/s. 
(3) We measure an Si II 6355 velocity of -10,000 km/s. We also detect Na
D lines with EW = 3.3 A at the host-galaxy redshift.

"
ATEL #12042,Optical,"
ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects
(see Smartt et al. 2015, A&A, 579, 40 http://www.pessto.org ), reports
the following supernova classifications. Targets were supplied by the ATLAS
survey, see Tonry et al. (2011, PASP, 123, 58) and Tonry et al. (ATel #8680)"";
the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al.
2014, ApJ, 788, 48 and http://www.astronomy.ohio-state.edu/~assassin/index.shtml);
the ESA Gaia Photometric Science Alerts Team and DPAC (http://gsaweb.ast.cam.ac.uk/alerts).
All observations were performed on the ESO New Technology Telescope at
La Silla on 2018 September 15, using EFOSC2 and Grism 13 (3985-9315A, 18A
resolution). Classifications were done with SNID (Blondin & Tonry, 2007,
ApJ, 666, 1024) and GELATO (Harutyunyan et al., 2008,  A&A, 488, 383).
Classification spectra and additional details can be obtained from http://www.pessto.org
(via WISeREP) and the IAU Transient Name Server.  

Survey Name   | IAU Name  | RA (J2000)  | Dec (J2000) | Disc. Date | Source
| Disc Mag |  z     | Type   | Phase      | Notes 
Gaia18cfm    | AT2018fed | 17:02:23.82 | +01:14:15.8 |  20180815  | Gaia
|   18.8   | -      | CV     | -          | (1) 
ATLAS18txu   | SN2018ffs | 20:54:37.15 | +22:04:51.4 |  20180813  | ATLAS
|   19.4   | 0.142  | SLSN I | -          | (2) 
ATLAS18udo   | AT2018fri | 16:15:08.83 | +00:45:12.4 |  20180901  | ATLAS
|   18.1   | -      | CV     | -          | 
ASASSN-18tr  | SN2018frv | 20:40:31.42 | -46:34:39.2 |  20180901  | ASASSN
|   18.0   | 0.043  | Ia     | +11 to +20 | 
ATLAS18ujx   | SN2018fvm | 20:37:27.79 | -37:43:16.9 |  20180906  | ATLAS
|   17.8   | 0.018  | Ia     | -3         | 
ATLAS18ukz   | SN2018fwi | 22:47:46.56 | -31:15:33.7 |  20180902  | ATLAS
|   18.6   | 0.115  | Ia     | +4 to +7   | 
Gaia18cgf    | SN2018gif | 03:27:15.74 | +08:42:39.1 |  20180913  | Gaia
|   18.3   | 0.039  | Ia     | +8 to +10  | 
ASASSN-18vp  | SN2018gio | 04:20:41.26 | -14:46:53.8 |  20180915  | ASASSN
|   17.3   | 0.042  | Ia     | at max | 
ATLAS18vfv   | SN2018giq | 02:34:30.10 | -35:24:26.9 |  20180908  | ATLAS
|   19.3   | 0.079  | Ia-91T | -3         | 

(1) Strong emission in Balmer,  He I and He II. Lines shifted by approximately
700km/s. AT2018fed was observed as part of the GREAT survey (Chen et al.
ATel #10510) on August 19, 2018, with grizJHK = 19.16,19.11,19.07,18.97,18.829,18.144,17.93
AB mag. After Av=0.4 mag correction, T_BB > 9500 +/- 800 K <br /> 
(2) Noisy blue continuum with clear Halpha (host galaxy) at z=0.142. Blue
bump at restframe 4616A, which 
is not likely to be either He II or H-Beta. Long rise and now M_o ~ -20.5.
GREAT survey observations indicate a black body temperature of T_BB  ~
9000 +/- 750 K obtained  
from the photometry taken on August 19, 2018 with griz = 18.56,18.52,18.41,18.4
AB mag, after Av=0.3 mag correction. <br /> 

"
ATEL #12038,Optical,"
MASTER OT J082017.38+205232.2 - PSN 

MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec)
= 08h 20m 17.38s +20d 52m 32.2s on 2018-09-14.05221 UT. 
The OT unfiltered magnitude is 15.3m (limit 18.5m). 

The OT is seen in 7 images. There is no minor planet at this place. 

We have reference image without OT on 2010-02-02.78138 UT with unfiltered
magnitude limit 19.8m. 

Spectral observations are required. 

The discovery and reference images are available at: 

http://master.sai.msu.ru/static/OT/082017.31205231.7.png 

Global MASTER Robotic Net: http://observ.pereplet.ru
"
ATEL #12039,Optical,"		Quasar, Transient, Variables

MASTER OT J211630.72+273356.9 - CV?

MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec)
= 21h 16m 30.72s +27d 33m 56.9s on 2018-09-13.74243 UT. 
The OT unfiltered magnitude is 18.3m (limit 19.9m). 

The OT is seen in 8 images. There is no minor planet at this place. 

We have reference image without OT on 2010-10-26.80123 UT with unfiltered
magnitude limit 19.6m. 

Spectral observations are required. 

The discovery and reference images are available at: 

http://master.sai.msu.ru/static/OT/211630.72273356.9.png 

MASTER OT J001247.42+335338.7 - QSO/AGN

MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec)
= 00h 12m 47.42s +33d 53m 38.7s on 2018-09-13.90243 UT. 
The OT unfiltered magnitude is 18.4m (limit 19.2m). 

The OT is seen in 2 images. There is no minor planet at this place. 

We have reference image without OT on 2014-10-14.85262 UT with unfiltered
magnitude limit 20.1m. 

Spectral observations are required. The discovery and reference images
are available at: 

http://master.sai.msu.ru/static/OT/001247.42335338.7.png 

MASTER OT J223917.87+380308.1 - CV?

MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec)
= 22h 39m 17.87s +38d 03m 08.1s on 2018-09-13.88731 UT. 
The OT unfiltered magnitude is 16.4m (limit 19.1m). 
The OT is seen in 2 images. There is no minor planet at this place. 

We have reference image without OT on 2014-11-08.72784 UT with unfiltered
magnitude limit 19.9m. 

The discovery and reference images are available at: 

http://master.sai.msu.ru/static/OT/223917.87380308.1.png 

MASTER OT J232349.56+591221.9 - X-Ray binary?

MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec)
= 23h 23m 49.56s +59d 12m 21.9s on 2018-09-14.00098 UT. 
The OT unfiltered magnitude is 17.2m (limit 18.9m). 

The OT is seen in 2 images. There is no minor planet at this place. 

We have reference image without OT on 2015-04-26.90550 UT with unfiltered
magnitude limit 18.6m. 

There is source in XMM-Newton Serendipitous Source Catalogue near the
OT.  

The discovery and reference images are available at: 

http://master.sai.msu.ru/static/OT/232349.56591221.9.png 

Follow up observations are required. 

Global MASTER Robotic Net: http://observ.pereplet.ru
"
ATEL #12040,Optical,"		Disruption Event

ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects
(see Smartt et al. 2015, A&A, 579, 40 http://www.pessto.org ), reports
the following supernova classifications. Targets were supplied by the ATLAS
survey, see Tonry et al. (2011, PASP, 123, 58) and Tonry et al. (ATel #8680)"";
the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al.
2014, ApJ, 788, 48 and http://www.astronomy.ohio-state.edu/~assassin/index.shtml);
the Catalina Real-time Transient Survey (CRTS; Drake et al. 2009, ApJ,
696, 870 ; http://crts.caltech.edu/). All observations were performed on
the ESO New Technology Telescope at La Silla on 2018 September 14, using
EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were
done with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024) and GELATO (Harutyunyan
et al., 2008,  A&A, 488, 383). Classification spectra and additional details
can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient
Name Server.  

Survey Name   | IAU Name  | RA (J2000)  | Dec (J2000) | Disc. Date | Source
| Disc Mag |  z    | Type   | Phase      | Notes 
ASASSN-18vm  | SN2018ghb | 06:58:27.59 | -28:45:49.1 |  20180906  | ASASSN
|   15.2   | 0.005 | Ia     | at max     |    
| SN2018ggt | 00:57:02.61 | -00:52:25.6 |  20180913  | SNHunt
|   19.7   | 0.044 | Ia     | -7 to -4   | 
ASASSN-18vf  | SN2018gfi | 00:58:53.95 | -24:11:47.2 |  20180912  | ASASSN
|   17.4   | 0.020 | Ia     | -5         | 
ASASSN-18ve  | AT2018gex | 21:31:28.62 | -50:44:59.8 |  20180910  | ASASSN
|   18.1   | 0.03  | ?      | ?          | (1) 
ATLAS18vcc   | SN2018ges | 21:33:50.41 | +24:20:03.4 |  20180906  | ATLAS
|   19.4   | 0.115 | Ia     | at max     | 
ASASSN-18uo  | SN2018fzz | 21:53:29.43 | -53:58:53.2 |  20180909  | ASASSN
|   18.2   | 0.050 | Ia-91T | +11 to +20 |  
ASASSN-18um  | AT2018fzl | 22:48:11.92 | +16:14:11.0 |  20180908  | ASASSN
|   15.9   | 0.0   | CV     | -          | 
ASASSN-18ul  | AT2018fyk | 22:50:16.13 | -44:51:52.4 |  20180908  | ASASSN
|   17.8   | 0.06  | TDE    | -          | (2) 
ATLAS18uiw   | SN2018fva | 23:32:34.75 | +08:45:10.3 |  20180831  | ATLAS
|   18.8   | 0.074 | Ia     | +4 to +7   | 
ASASSN-18tu  | SN2018ftc | 23:28:03.88 | +09:46:13.2 |  20180904  | ASASSN
|   17.4   | 0.050 | Ia     | +4 to +7   | 
ATLAS18udf   | SN2018fql | 23:41:16.07 | -28:57:44.7 |  20180831  | ATLAS
|   17.8   | 0.049 | Ia     | +11 to +20 | 
ATLAS18uex   | SN2018fsc | 00:27:50.59 | +06:18:21.9 |  20180830  | ATLAS
|   18.1   | 0.037 | II     | >+20       |  

(1) The spectrum is a blue continuum with H-alpha at z=0.03. <br /> 
(2) Blue continuum with strong broad He II line in emission. Spectrum also
shows Ca II H&K and Ca II triplet absorption lines at z=0.06. <br /> 

"
ATEL #12036,Optical,"
We report the classification of SN 2018fou, which was discovered by the
Pan-STARRS Survey for Transients (PSST), is in the K2 Campaign 19 field
and on pre-selected pixels providing a high-cadence K2 light curve.  Spectral
observations were obtained with the LRIS spectrograph on the Keck I telescope
and were performed on 2018 September 14 UT.  Classifications were performed
with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024). 

Name      | IAU Name  | RA (J2000)  | Dec (J2000)  | z      | Type | Phase
| Notes

PS18blr   | AT2018fou | 23:05:32.51 | +00:49:02.51 | 0.069  | Ia   | +20
d | 

Notes: 
When the redshift is given to 2 decimal places, it is derived from the
SN spectrum.  Otherwise, the redshift is determined from the host galaxy.

"
ATEL #12037,Optical,"
Following the unprecedented optical outburst (ATel #12025) and the gamma-ray
flare detected by AGILE (ATel #12026) and Fermi LAT (ATel #12027) on 2018
September 9, a Swift target of opportunity observation of the flat spectrum
radio quasar B2 1633+38 (also known as 4C +38 41) was performed on September
13. 

Swift/XRT data were taken in Photon Counting mode for a net exposure of
about 1.9 ksec. The X-ray spectrum (0.3-10 keV) observed on 2018 September
13 can be fit by an absorbed power law model with an HI column density
consistent with the Galactic value in the direction of the source (n_H
= 1.1 x 10^20 cm^-2, Kalberla et al. 2005, A&A, 440, 775) and a photon
index of 1.41+/-0.14. The net count rate observed is 0.127+/-0.010 cnt/s,
corresponding to an observed 0.3-10 keV flux of (9.1+/-0.7) x10^-12 erg
cm^-2 s^-1.The count rate and flux observed indicate a relatively high
activity state in X-rays with respect e.g. to the Swift observations in
2009-2011 (Raiteri et al. 2012, A&A 545, A48). The hard photon index obtained
on 2018 September 13 confirms the harder-when-brighter behavior in X-rays
observed in 2011 during a previous gamma-ray flare of the source. 

Simultaneous Swift/UVOT observations were performed on 2018 September 13.
The measured magnitudes are: V = 16.29 +/- 0.10, B = 16.65 +/- 0.07, U
= 15.83 +/- 0.06, W1 = 16.10 +/- 0.08, M2 = 17.30 +/- 0.13, W2 = 17.69
+/- 0.13, in agreement with the optical magnitudes reported in ATel #12034,
and confirming the high activity state of the source in optical and UV.

In consideration of the ongoing activity of this source, confirmed also
by the Swift observations, we encourage further multiwavelength observations.
The Fermi LAT contact persons for this source are S. Ciprini (stefano.ciprini
at ssdc.asi.it) and S. Buson (sara.buson at gmail.com). 

We would like to thank the Swift Team for making these observations possible,
in particular B. Sbarufatti as the Swift Observatory Duty Scientist.  

"
ATEL #12035,Optical,"
The Zwicky Transient Facility (ZTF; ATel #11266) reports the discovery
of a tidal disruption event in a red star-forming galaxy (SDSSJ081526.63+453532.0)
at z=0.051.  ZTF18aahqkbt (AT2018bsi) is a nuclear (offset < 0.1 arcsec)
transient located at: 

08:15:26.62 +45:35:31.9 (J2000) 

123.860919 +45.592208 (J2000) 

The source was first detected by the ZTF Survey on UT 2018 April 09 with
r=18.19 +/- 0.03 mag.  We triggered the Spectral Energy Distribution Machine
(SEDM) (range 350-950nm, spectral resolution R~100) mounted on the Palomar
60-in (P60) telescope (Blagorodnova et al. 2018, PASP, 130, 5003) on UT
2018 April 18 which detected a blue continuum and a broad H and He II 4686
lines, which were confirmed with our follow-up R~1000 spectra with the
Discovery Channel Telescope DeVeny spectrograph on UT 2018 May 13.  We
triggered Swift observations taken on 2018 June 02 which detected an AB
magnitude of uvw2=17.90 +/- 0.05 mag, significantly brighter than the archival
AIS GALEX magnitude of NUV=19.22 mag (Bianchi et al. 2011). The source
then went behind the Sun.  We recently triggered a Swift observation taken
on UT 2018 Sep 05 that shows that the source has faded in the UV to uvw2
= 19.30 +/- 0.10 mag as expected for a UV transient.  The broad He II lines
and UV-bright nature of the transient are both consistent with the classification
of ZTF18aahqkbt as a tidal disruption event (nicknamed ZTF-JonSnow).  We
have triggered HST/STIS UV spectroscopy and XMM X-ray imaging observations
of the TDE to be observed between September 24th and October 5th.  Follow-up
spectra are encouraged. 

ZTF is a project led by PI S. R. Kulkarni at Caltech (see ATEL #11266),
and includes IPAC; WIS, Israel; OKC, Sweden; JSI/UMd, USA; UW,USA; DESY,
Germany; NRC, Taiwan; UW Milwaukee, USA and LANL USA. ZTF acknowledges
the generous support of the NSF under AST MSIP Grant No 1440341. Alert

distribution service provided by DIRAC@UW. Alert filtering is being undertaken
by the GROWTH marshal system, supported by NSF PIRE grant 1545949. 

"
ATEL #12034,Optical,"
Flat spectrum radio quasar 4C 38.41 (RA: 16h 35m 15.493s, Dec: +38d 08m
04.50s), also known as B2 1633+38, OS 356, 3EG J1635+3813, has recently
been observed to experience an optical outburst and also displayed multiwavelength
activity as reported by WEBT/GASP (ATel #12025), AGILE (ATel #12026), and
Fermi LAT (ATel #12027). Following these reports, we monitored the target
on September 11th, 2018 using the 2m Himalayan Chandra Telescope (HCT),
located at Hanle and operated by the Indian Institute of Astrophysics,
Bangalore.  

Data processing was done using concentric circular aperture photometry
technique to get the instrumental magnitudes of the source and the comparison
stars. Derived instrumental magnitudes were then calibrated using star
B of the finding chart from the webpage: https://www.lsw.uni-heidelberg.de/projects/extragalactic/charts/1633+382.html.
Preliminary analysis of the photometric data points indicates that on September
11, 2018, flux in B band was 16.48 +/- 0.005, V filter was 16.11 +/- 0.004
while in R band it was 15.66 +/- 0.005. Since the object is still in active
state further multifrequency observations of the source are encouraged.

1633+382 (B2 1633+38, 4C 38.41, OS 356) : https://www.lsw.uni-heidelberg.de/projects/extragalactic/charts/1633+382.html
"
ATEL #12030,Optical,"
The Zwicky Transient Facility (ZTF; ATel #11266) reports the discovery
of ZTF18abukavn (AT2018gep), a rapidly rising blue transient located at

16:43:48.22 +41:02:43.4 (J2000) 

250.950926 +41.045380 (J2000) 

The source was first discovered on 2018-09-09.17 (UT) at r=20.5 mag, and
rose 4 magnitudes in under 2 days. Early spectra obtained by D. A. Perley
with SPRAT on the Liverpool Telescope and by J. den Brok, N. Kamraj, M.
Koss, and D. Stern with DBSP on the 200-inch Hale telescope at Palomar
Observatory show a blue continuum with narrow galaxy emission lines at
z=0.033, making this a luminous transient (M = -19.7). The spectra show
a broad absorption feature around 5300 <span>&#8491;</span>. The rapid
rise, blue continuum, and luminosity are reminiscent of AT2018cow (ATel
#11727), but further observations are needed to clarify the comparison.
Notably, the broad feature seen in AT2018gep is redder and narrower than
that seen in AT2018cow.  

Swift has been triggered for UVOT and XRT imaging and further follow-up
observations are underway. 

ZTF is a project led by PI S. R. Kulkarni at Caltech (see ATEL #11266),
and includes IPAC; WIS, Israel; OKC, Sweden; JSI/UMd, USA; UW,USA; DESY,
Germany; NRC, Taiwan; UW Milwaukee, USA and LANL USA. ZTF acknowledges
the generous support of the NSF under AST MSIP Grant No 1440341. Alert
distribution service provided by DIRAC@UW. Alert filtering is being undertaken
by the GROWTH marshal system, supported by NSF PIRE grant 1545949. 

"
ATEL #12031,Optical,"
During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, <a
href=""http://adsabs.harvard.edu/%61bs/2014ApJ...788...48S"">Shappee et al.
2014</a>), using data from the ""Brutus"" telescope in Haleakala, Hawaii,
the ""Leavitt"" telescope in Fort Davis, Texas, the ""Payne-Gaposchkin"" telescope
in Sutherland, South Africa, and the ""Cassius"" and ""Paczynski"" telescopes
in Cerro Tololo, Chile, we discovered several new transient sources. Properties
of the supernovae, as well as associated finding charts showing the archival
imaging (left) and the follow-up confirmation image (right) are included
in the table below:  

Object                    RA (J2000)    DEC (J2000)   Redshift   Disc.
UT Date  Disc. V/g mag  Approx. Abs. Mag   Offset from Host ("") 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18ux.png>ASASSN-18ux</a>
(AT 2018gec)  07:09:53.383  +54:58:07.71  0.037136   2018-09-10.46    
~17.2           -19.0             4.01 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18uo.png>ASASSN-18uo</a>
(AT 2018fzz)  21:53:29.200  -53:58:52.41  Unk        2018-09-09.22    
~18.2           ---               2.55 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18un.png>ASASSN-18un</a>
(AT 2018fzm)  21:03:19.814  -51:32:48.08  0.046806   2018-09-09.09    
~17.3           -19.3             3.09 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18ul.png>ASASSN-18ul</a>
(AT 2018fyk)  22:50:16.064  -44:51:53.26  Unk        2018-09-08.23    
~17.8           ---               0.85 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18uh.png>ASASSN-18uh</a>
(AT 2018fvj)  04:29:31.217  -11:01:51.43  Unk        2018-09-06.28    
~17.9           ---               5.48 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18ug.png>ASASSN-18ug</a>
(AT 2018fvi)  01:57:42.560  -67:11:13.61  0.040421   2018-09-04.31    
~16.7           -19.5             13.9 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18ue.png>ASASSN-18ue</a>
(AT 2018fvh)  01:15:10.232  -18:10:59.16  Unk        2018-09-06.21    
~17.7           ---               1.49 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18ud.png>ASASSN-18ud</a>
(AT 2018fuk)  05:45:07.133  -79:23:47.92  0.017582   2018-09-05.31    
~17.1           -17.6             16.2 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18uc.png>ASASSN-18uc</a>
(AT 2018fuj)  04:30:58.510  -26:46:54.50  0.050745   2018-09-05.38    
~18.1           -18.7             4.33 
<a href=http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18tz.png>ASASSN-18tz</a>
(AT 2018fuc)  04:49:54.506  -41:56:16.85  0.019657   2018-09-05.33    
~17.4           -17.2             24.8 

Follow-up observations are encouraged. 

While we are participating in the TNS system to minimize potential confusion,
ASAS-SN will continue using ASASSN-18xx transient names as our primary
nomenclature (including supernovae, but also other classes of transients),
and we encourage others to do the same. We prefer merging the names as
ASASSN-18xx (AT 2018xyz) to preserve, rather than anonymize, the origin
of the transient. 

We would like to thank Las Cumbres Observatory and its staff for their
continued support of ASAS-SN. ASAS-SN is funded in part by the Gordon and
Betty Moore Foundation through grant GBMF5490 to the Ohio State University,
NSF grant AST-1515927, the Mt. Cuba Astronomical Foundation, the Center
for Cosmology and AstroParticle Physics (CCAPP) at OSU, the Chinese Academy
of Sciences South America Center for Astronomy (CASSACA), and the Villum
Fonden (Denmark). For more information about the ASAS-SN project, see the
<a href=http://www.astronomy.ohio-state.edu/~assassin/index.shtml>ASAS-SN
Homepage</a> and the list of all <a href=http://www.astronomy.ohio-state.edu/~assassin/transients.html>ASAS-SN
transients</a>.

"
ATEL #12032,Optical,"
We report on UV/optical and X-ray observations of ZTF18abukavn/AT2018gep
(Ho et al., ATel #12030) with the Neil Gehrels Swift Observatory (Gehrels
et al. 2004). Observations started at 2018-09-09.59 UTC. We measured the
brightness of the transient using an aperture with a radius of 3'': 

JD           | Filter | Magnitude 
2458371.0941 | UVW2   | 15.49 &plusmn 0.06 
2458371.1625 | UVW2   | 15.37 &plusmn 0.06 
2458371.1013 | UVM2   | 15.73 &plusmn 0.05 
2458371.1669 | UVM2   | 15.60 &plusmn 0.05 
2458371.0893 | UVW1   | 15.84 &plusmn 0.05 
2458371.1577 | UVW1   | 15.73 &plusmn 0.05 
2458371.0908 | U      | 16.37 &plusmn 0.06 
2458371.1591 | U      | 16.21 &plusmn 0.06 
2458371.0917 | B      | 16.68 &plusmn 0.06 
2458371.1601 | B      | 16.59 &plusmn 0.06 
2458371.0965 | V      | 16.99 &plusmn 0.11 
2458371.1649 | V      | 16.61 &plusmn 0.09 

The magnitudes are reported in the AB system and are not corrected for
reddening. The reported measurements include flux from the host galaxy,
though we expect the total host contribution to be small based on GALEX
and SDSS observations obtained prior to the discovery of AT2018gep. 

Swift/XRT observations were carried out in photon-counting mode. We analyzed
the data using http://www.swift.ac.uk/user_objects/. No source was detected
at the position of AT2018gep. We infer a limit of 0.003 ct/s (3 sigma confidence).
Assuming a Galactic column density of n(H) ~ 1.1 E20 cm^-2, a redshift
of 0.033, and a power-law spectrum with photon index = 2, this count rate
corresponds to an unabsorbed flux limit of ~9.8 E-14 erg cm^-2 s^-1 in
the bandpass from 0.3-10 keV. At the distance of AT2018gep this corresponds
to a 0.3-10 keV luminosity L < 2.5e41 erg s^-1.  

ZTF is a project led by PI S. R. Kulkarni at Caltech (see ATEL #11266),
and includes IPAC; WIS, Israel; OKC, Sweden; JSI/UMd, USA; UW,USA; DESY,
Germany; NRC, Taiwan; UW Milwaukee, USA and LANL USA. ZTF acknowledges
the generous support of the NSF under AST MSIP Grant No 1440341. Alert
distribution service provided by DIRAC@UW. Alert filtering is being undertaken
by the GROWTH marshal system, supported by NSF PIRE grant 1545949. 

"
ATEL #12033,Optical,"
During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, <a
href=""http://adsabs.harvard.edu/%61bs/2014ApJ...788...48S"">Shappee et al.
2014</a>), using data from the quadruple 14-cm ""Brutus"" telescope in Haleakala,
Hawaii, and the quadruple 14-cm ""Leavitt"" telescope in Fort Davis, Texas,
we discovered a new transient source, most likely a supernova, in the galaxy
UGC 03912. 

ASASSN-18vc (AT 2018get)  was discovered in images obtained on UT 2018-09-10.6
at V~16.5 mag. The source having only recently emerged from behind the
sun, our predetection limits offer minimal constraints.  We do not detect
(g>16.7) the object in images taken on UT 2018-05-05.1 and before. An image
obtained on 2018-09-11 confirms the discovery of the transient. This <a
href=http://www.astronomy.ohio-state.edu/assassin/followup/asassn-18vc.png>figure</a>
shows the archival DSS image of the host (left) and the confirmation image
(right). The red circle has a radius of 5"" and is centered on the position
of the transient in the confirmation image. 

The position of ASASSN-18vc is approximately 10.5"" North and 52.6"" West
from the center of the galaxy UGC 03912 (z=0.004086, d=19.7 Mpc, via NED),
giving an absolute V-band magnitude of approximately -15.1 (m-M=31.48,
A_V=0.147). Properties of the new source and photometry are summarized
in the tables below: 

Object       RA (J2000)     DEC (J2000)      Disc. UT Date   Disc. V mag
Approx. Abs. Mag   Offset from Host ("") 
ASASSN-18vc  07:34:09.121   +04:32:57.68     2018-09-10.61      16.5  
-15.1               53.64 

Obs. UT Date         V/g mag 
2018-05-05.1        >16.7 (g) 
2018-09-10.6         16.5 (V) 

Follow-up observations are encouraged. 

While we are participating in the TNS system to minimize potential confusion,
ASAS-SN will continue using ASASSN-18xx transient names as our primary
nomenclature (including supernovae, but also other classes of transients),
and we encourage others to do the same. We prefer merging the names as
ASASSN-18xx (AT 2018xyz) to preserve, rather than anonymize, the origin
of the transient. 

We thank Las Cumbres Observatory and its staff for their continued support
of ASAS-SN. ASAS-SN is funded in part by the Gordon and Betty Moore Foundation
through grant GBMF5490 to the Ohio State University, NSF grant AST-1515927,
the Mt. Cuba Astronomical Foundation, the Center for Cosmology and AstroParticle
Physics (CCAPP) at OSU, the Chinese Academy of Sciences South America Center
for Astronomy (CASSACA), and the Villum Fonden (Denmark). For more information
about the ASAS-SN project, see the <a href=http://www.astronomy.ohio-state.edu/~assassin/index.shtml>ASAS-SN
Homepage</a> and the list of all <a href=http://www.astronomy.ohio-state.edu/~assassin/transients.html>ASAS-SN
transients</a>.

"
ATEL #12024,Neutrinos,"
Using data from the ANTARES detector, we have performed a follow-up analysis
of the recently reported single high-energy (EHE) neutrino IceCube-180908A
(GCN 23214). The reconstructed origin was 40.7 degrees below the horizon
for ANTARES. No up-going muon neutrino candidate events were recorded within
three degrees of the IceCube event coordinates during a +/- 1h time-window
centered on the IceCube event time. A search over an extended time window
of +/- 1 day has also yielded no detection (52% visibility probability).
This yields a preliminary 90% confidence level upper limit on the muon-neutrino
fluence from a point source of 18 GeV.cm^-2 over the energy range 2.4 TeV
- 2.6 PeV (the range corresponding to 5-95% of the detectable flux) for
an E^-2 power-law spectrum, and 36 GeV.cm^-2 (400 GeV - 250 TeV) for an
E^-2.5 spectrum.  

ANTARES is the largest neutrino detector installed in the Mediterranean
Sea, and is primarily sensitive to astrophysical neutrinos in the TeV-PeV
energy range. At 10 TeV, the median angular resolution for muon neutrinos
is below 0.5 degrees. In the range 1-100 TeV, ANTARES has a competitive
sensitivity to this position in the sky.

"
